"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","sig_het"
43.8751,0.966262,0.00961101,17.582,3.27389,4.91612,0.997945,0.0121183,20.5998,5.93214,15.4627,3.98192,41.1227,15.7212,0.146822,61.5155,1.56765
47.5806,0.947216,0.0119563,17.7662,3.4883,4.52666,0.985751,0.00707125,23.4569,7.10642,10.966,3.17285,45.656,15.268,0.411218,45.8667,1.49424
37.4798,0.861631,0.0047348,20.5522,3.09896,4.98461,0.893394,0.00840816,24.8996,6.98622,9.31709,3.05591,45.8194,16.0618,0.613665,20.4395,1.58316
41.4202,0.896666,0.00620651,19.2217,3.21755,6.01679,0.976579,0.00401414,24.5701,8.51007,9.30714,2.93427,45.6145,16.6543,0.334187,68.2882,1.59701
37.4924,0.955992,0.0096526,19.3158,3.21181,4.38607,0.915557,0.00612512,25.339,4.46373,8.53133,3.54291,65.7489,17.2644,0.229446,66.4063,1.49277
39.7081,0.936405,0.00777952,19.8894,3.17933,5.4022,0.876236,0.00609387,24.71,8.38832,10.6645,2.91168,32.2892,15.118,0.767505,35.4911,1.58632
41.0043,0.940414,0.00982129,17.9945,3.18776,3.11219,0.937934,0.00741353,25.4032,5.10734,11.109,4.38298,54.2579,17.0637,0.247016,80.5393,1.49165
45.3719,0.91287,0.0120392,17.5262,3.43708,4.06917,0.986431,0.00608372,25.1687,7.24869,9.01728,4.18587,70.0453,18.0723,0.423522,26.996,1.55436
46.352,0.911451,0.0106021,17.685,3.33771,4.97674,0.958304,0.0100785,22.3122,4.25615,9.66543,3.68543,66.4831,16.7295,0.420606,47.2434,1.57583
45.2779,0.933102,0.0116161,16.8621,3.22568,4.52698,0.95926,0.00840405,23.7915,4.49494,11.8674,5.18715,51.3701,16.4418,0.319597,37.3878,1.43866
41.7695,0.906862,0.00996173,18.5608,3.34128,4.53473,0.954581,0.00414197,23.589,4.10868,15.6267,5.87617,47.057,16.6094,0.171184,70.4633,1.5686
39.8497,0.909704,0.0110287,20.5866,3.43261,4.31347,0.964697,0.00540864,23.8787,5.59437,8.43291,4.00475,56.5588,14.6855,0.20172,50.7386,1.60586
41.7037,0.97733,0.00872401,17.4403,2.98251,6.04958,0.908719,0.00704471,23.4518,5.87851,9.41912,3.45193,51.8912,15.8337,0.279334,73.6122,1.41641
48.5279,0.92879,0.0139321,17.2531,3.7655,3.62489,0.965356,0.00880671,23.447,5.51523,9.38272,4.7976,61.9529,17.7066,0.329263,78.9382,1.58922
38.2186,0.909702,0.00986284,20.264,3.37231,4.0698,0.915386,0.00735029,27.0999,5.39634,12.778,3.7508,38.856,16.1692,0.391053,53.1673,1.57425
37.8786,0.912545,0.0139616,20.8776,3.57886,3.74349,0.940841,0.00709882,28.0605,7.1958,12.7598,4.43668,56.369,16.4751,0.329331,60.2875,1.51628
44.9113,0.995164,0.0111833,17.8007,3.29625,4.78066,0.913485,0.00684477,24.0233,5.24348,13.0256,3.76212,38.8128,15.1863,0.536229,54.2507,1.49534
39.997,0.884974,0.0135054,20.2174,3.40891,3.37864,0.93667,0.00854773,26.5785,5.61431,5.86467,2.5928,48.8115,14.682,0.288468,35.948,1.57741
38.7311,0.839004,0.0118639,21.2131,3.46868,3.73133,0.925317,0.00742018,26.4352,7.03459,10.2286,4.55401,47.424,15.3147,0.280169,53.8729,1.50248
43.5639,0.944601,0.0102861,17.8864,3.19847,3.2709,0.983294,0.00885265,23.9541,4.32599,10.0611,3.97035,45.0903,16.1346,0.273,87.6206,1.46149
43.25,0.949334,0.00684184,18.0535,3.03305,4.54431,0.913482,0.00600067,24.3602,7.70104,9.26079,3.53106,47.0016,14.5237,0.480805,60.5403,1.49574
41.8859,0.92323,0.0106516,19.3441,3.56809,4.54755,0.965133,0.00382691,26.3622,6.59648,8.62815,3.07248,71.0869,16.8428,0.293578,45.4638,1.59166
37.0333,0.920523,0.00942859,20.929,3.12586,3.78128,0.916325,0.00560287,27.0834,6.20097,10.6153,2.54947,34.8935,13.5125,0.311631,34.3987,1.56542
41.9255,0.895732,0.00961364,19.9266,3.34262,5.21554,0.878828,0.00439268,27.4374,8.54217,10.0219,3.72219,47.1694,14.9571,0.426943,67.5987,1.58395
42.8287,0.857814,0.0100925,19.769,3.58042,4.25873,0.989954,0.00914131,23.4322,4.85266,8.41073,3.51897,50.2926,17.0722,0.208987,48.5513,1.60673
42.2538,0.985979,0.0097877,17.9051,3.25666,5.66625,0.982259,0.00756525,22.3163,6.19789,9.11472,4.079,55.6768,16.2637,0.329311,74.0697,1.53691
43.67,0.895335,0.0168984,19.7088,4.0411,3.95747,0.872564,0.00820375,26.3506,4.31606,15.8547,4.21261,37.0677,16.0996,0.203807,99.1276,1.49254
46.4326,0.959973,0.012216,17.3221,3.41763,5.99606,0.923035,0.0111635,22.7774,7.24994,8.43289,5.10953,75.9132,16.5698,0.193306,82.1569,1.53342
45.6204,0.958909,0.00737254,16.3081,2.97547,4.39817,0.92493,0.0157197,23.294,6.32956,9.2678,3.91764,68.4945,17.6864,0.243449,76.0029,1.47528
44.7385,0.918212,0.00687343,18.7353,3.2659,4.28973,0.95464,0.00560762,25.2619,5.5071,8.93211,4.75816,62.7109,15.4899,0.0963162,44.2552,1.56167
42.47,0.958222,0.0093986,17.7761,3.35651,3.69775,0.905886,0.00477574,23.3451,4.20684,9.91554,3.87545,51.0209,16.888,0.435061,40.6656,1.62048
45.7816,0.947069,0.0125334,18.2582,3.39291,6.4886,0.97413,0.00633674,20.9565,7.13584,9.48264,3.55825,50.0477,15.0197,0.265818,80.9342,1.44734
40.5934,0.963284,0.0122259,17.6089,3.29106,6.31534,0.909821,0.00356522,26.2261,6.26718,13.5546,5.78251,44.5539,17.2526,0.248463,110.132,1.49787
37.0452,0.92564,0.0115631,19.2053,3.36858,5.40613,0.995033,0.0069703,24.0972,5.67997,6.79555,3.46842,66.8466,17.8501,0.343523,37.7762,1.53562
37.6275,0.864046,0.00781507,20.9616,3.26268,4.9642,0.966102,0.00306209,24.0166,5.57939,12.4324,4.15507,47.2612,15.5403,0.583306,30.0998,1.57382
42.3035,0.912605,0.0102282,18.8854,3.25296,3.65629,0.966581,0.0137572,22.0832,4.48219,9.14421,3.98323,61.7313,15.3299,0.354114,75.7734,1.47929
42.597,0.918642,0.0110108,18.845,3.5133,4.36821,0.963632,0.00704323,24.9354,5.79193,8.09242,3.52164,66.8015,16.5453,0.23939,86.0888,1.5271
46.2803,0.964013,0.00888962,16.8578,3.05415,4.97759,0.959586,0.00551839,24.3122,7.46284,9.07118,3.47888,69.951,15.5404,0.169381,83.5347,1.48336
41.9379,0.889489,0.0147281,19.0106,3.40288,4.85874,0.913482,0.0129484,23.4465,6.41186,9.95339,5.54602,50.749,15.205,0.0976383,128.839,1.43579
46.0011,0.934898,0.0150891,17.2998,3.5051,3.0683,0.992914,0.00912443,23.7421,6.07418,12.6335,4.43424,48.1861,17.4627,0.40684,47.8682,1.3554
45.1497,0.939871,0.013057,17.5422,3.45717,3.42363,0.955375,0.00485259,26.892,5.26823,8.6304,3.78072,54.2412,16.8332,0.437048,46.1601,1.51926
37.906,0.912344,0.00759994,19.5091,3.18487,3.40803,0.96553,0.00420435,26.4943,6.55543,6.7569,3.96284,64.2252,15.8563,0.208457,29.0101,1.57204
41.5877,0.958131,0.00891307,20.122,3.2358,5.92058,0.955757,0.00447296,25.2482,10.3041,11.9903,3.64045,32.2092,13.5873,0.63355,37.3775,1.73113
44.8744,0.920209,0.0183329,20.01,3.86591,4.24186,0.973638,0.00805889,22.4743,4.59287,10.9375,3.17126,38.4253,13.1385,0.42294,30.8913,1.51042
37.5169,0.902963,0.0115683,19.6273,3.40944,5.73696,0.969742,0.00526581,26.0816,7.41671,10.7294,3.71136,57.4324,16.3086,0.510731,36.7021,1.58627
44.6286,0.919182,0.0150817,18.8949,3.68395,5.23295,0.989619,0.00732251,22.4814,5.64468,13.0392,3.98612,35.3467,15.3003,0.179393,81.6683,1.61143
40.573,0.967415,0.0127764,19.0119,3.54296,5.02833,0.953676,0.00476519,22.3041,4.17796,9.30679,4.95943,62.1506,16.4711,0.337111,46.1838,1.59707
41.0903,0.993633,0.0122054,19.1953,3.66798,3.34979,0.895277,0.00370887,26.9431,5.60139,10.9414,3.86504,67.6958,15.4684,0.180201,77.7217,1.70766
47.0783,0.943085,0.0169709,18.5705,3.98847,3.48035,0.892569,0.00716861,27.1106,6.94336,10.7359,5.83332,47.7342,15.7856,0.338111,66.846,1.52247
45.4748,0.98624,0.010807,17.6963,3.3163,5.85075,0.874686,0.00468289,25.6346,6.60149,13.943,4.37085,35.6208,14.8038,0.262338,62.5498,1.50263
44.0387,0.977259,0.0113406,17.5149,3.18167,5.16153,0.967046,0.00646666,25.2203,9.6305,9.55299,3.02838,50.0279,15.2873,0.231273,74.9178,1.44161
49.5781,0.95164,0.00983343,17.472,3.37908,4.64713,0.968998,0.00903865,24.2124,5.36473,6.64311,2.71735,68.7087,14.8414,0.117272,75.7363,1.55096
45.0429,0.954061,0.0108891,18.121,3.62627,2.77983,0.935892,0.00320981,28.9017,6.19701,9.65077,3.62569,57.8549,15.3508,0.131466,39.5028,1.62068
49.9631,0.968237,0.0161235,18.1885,3.96648,4.57274,0.973818,0.00517007,22.7777,5.86349,9.13865,3.71189,52.6787,14.8735,0.192985,62.1433,1.57691
36.3214,0.968361,0.00912493,19.9559,3.16001,4.45641,0.946184,0.00357695,21.5987,6.56218,9.30342,4.38573,59.0266,15.6131,0.354549,32.7936,1.57959
37.3805,0.985897,0.00883017,20.4188,3.43473,4.3637,0.95744,0.00248562,25.0995,5.20475,8.32892,2.92064,67.1969,14.1606,0.438277,44.8999,1.66419
36.0961,0.965902,0.0116408,20.3377,3.43022,4.84489,0.994797,0.00436407,22.0372,3.91744,12.0927,3.56986,50.7411,14.7426,0.561964,36.3087,1.57025
38.7971,0.903014,0.00798778,20.5167,3.44946,4.47234,0.93529,0.00397222,24.0478,3.83619,9.92151,3.50813,64.5907,16.318,0.183524,68.3122,1.63732
36.0068,0.9439,0.0105714,19.4072,3.1595,4.4094,0.938345,0.00759826,24.7655,6.07232,8.89562,5.08659,62.8302,16.3218,0.463823,39.438,1.51853
40.8179,0.978455,0.0063223,19.036,3.20512,5.8991,0.967435,0.0059622,22.7508,5.09678,9.40923,5.14706,77.9492,15.9223,0.561418,35.7716,1.6174
37.7022,0.983383,0.00688484,18.7998,3.00975,4.44826,0.977371,0.00609104,23.4245,5.3149,7.26884,3.19411,74.6343,15.5557,0.367435,30.4368,1.56222
43.7628,0.936368,0.00934471,18.523,3.18399,3.72668,0.911905,0.00405296,28.9471,5.86307,10.0662,3.42198,45.7514,14.9955,0.308981,35.8925,1.61092
40.7454,0.943221,0.00964522,20.1833,3.62204,5.18218,0.958046,0.00706836,24.577,8.54342,11.0874,4.50943,40.8131,15.3268,0.286933,41.0785,1.65224
42.7548,0.813751,0.016423,21.2501,4.17412,3.74857,0.98746,0.00749576,25.8533,5.61443,7.79007,3.73169,57.9228,16.1183,0.406568,40.9336,1.50324
36.8209,0.875322,0.0125428,20.6486,3.31001,4.36759,0.971703,0.00825694,24.4677,5.28628,9.5274,2.74231,45.1986,16.3917,0.185785,79.6896,1.493
45.4497,0.964691,0.00913826,16.8916,2.99769,3.93429,0.87217,0.0127323,25.7704,7.42793,9.57265,3.00547,46.4753,14.7981,0.0770299,69.1396,1.44016
45.7891,0.912951,0.0117013,17.8389,3.42003,3.5765,0.930715,0.00567773,24.9096,4.88168,18.6197,5.3697,37.0098,16.9178,0.177435,83.6602,1.52609
45.5623,0.919016,0.00888707,16.4568,3.30458,5.99646,0.917499,0.00849627,25.7355,5.95406,7.60915,2.29949,52.34,19.3763,0.332447,124.907,1.54962
40.1085,0.965352,0.010471,17.398,3.05166,5.1717,0.89658,0.00574692,24.4013,6.44988,7.51488,3.59393,82.2928,17.6115,0.163872,52.7173,1.42704
45.0718,0.901065,0.0155736,19.8468,3.87134,4.97758,0.976844,0.00927095,21.8895,4.75141,8.92381,4.65222,50.0199,14.4656,0.253563,36.5588,1.49421
41.0188,0.888378,0.0120264,19.7854,3.43101,3.91095,0.925629,0.00809496,26.2131,4.91044,12.3504,5.0737,45.6617,16.0567,0.353608,50.0986,1.52233
44.0257,0.930735,0.0106389,17.8146,3.42303,4.71052,0.945183,0.00643737,22.263,5.0577,8.70758,3.20446,59.258,16.8529,0.137886,74.5038,1.53971
44.8583,0.928387,0.0104975,17.7306,3.58591,4.84607,0.97965,0.00949541,21.5985,5.04333,7.18782,4.49596,70.6043,18.8317,0.473424,26.7827,1.62059
44.4248,0.949745,0.0121679,18.0082,3.44553,4.9378,0.975422,0.00583127,25.3722,6.49496,9.21489,3.59625,89.5408,17.4637,0.644878,27.277,1.55651
41.7905,0.890566,0.0141011,19.6183,3.67244,5.23972,0.965836,0.00776461,24.799,6.00834,11.0632,2.96743,40.4792,15.2768,0.239539,73.6629,1.5665
44.5413,0.935911,0.00913995,18.6736,3.37837,4.48462,0.946006,0.00341846,25.7123,7.03612,8.6902,3.36574,45.3907,14.9011,0.497072,40.1705,1.55115
44.0637,0.954799,0.00991015,18.1715,3.24509,4.87088,0.972681,0.0033243,24.8653,6.12603,10.0242,3.56773,69.0417,15.6253,0.289085,45.5193,1.52671
47.9059,0.951837,0.0117755,17.2149,3.4175,4.29301,0.934975,0.0040489,28.6281,5.09353,14.7411,4.65302,39.0721,16.3414,0.208618,118.844,1.44921
40.6283,0.885462,0.00819116,19.3628,3.38012,3.81949,0.954569,0.0019892,29.0938,5.57456,7.30156,2.44049,66.3365,16.9071,0.185268,136.88,1.49387
45.5757,0.964253,0.0130174,17.7777,3.38615,5.41334,0.994541,0.00999125,23.4119,6.81822,10.3508,4.08219,51.9514,15.9741,0.312417,60.3531,1.51489
40.388,0.844232,0.00842372,21.4328,3.34618,3.7477,0.922637,0.00825612,27.2011,6.37819,16.9502,6.24806,38.0246,14.3233,0.275174,66.0013,1.56725
41.538,0.988009,0.00779466,18.4505,3.25842,4.73404,0.9703,0.0057106,25.4036,7.36003,8.14735,3.04166,57.7212,14.96,0.441373,37.6887,1.5994
37.5934,0.919718,0.00651292,19.3796,3.06092,5.30247,0.918682,0.00883495,23.8113,4.51475,8.66887,5.25381,79.9128,17.5655,0.212617,56.0712,1.50397
45.0148,0.972901,0.00942279,15.9719,3.00844,5.09931,0.933233,0.0161812,24.2856,5.2317,8.89222,3.84025,57.5586,16.386,0.13138,86.364,1.40948
45.7064,0.961336,0.0120067,16.7528,3.13188,3.26307,0.853387,0.00722512,25.0765,4.1399,12.4866,3.7495,37.7617,16.5967,0.599088,31.7333,1.41832
49.5735,0.93466,0.009876,17.2937,3.46605,4.22375,0.980161,0.00283881,22.9985,5.23161,7.57211,2.61939,55.0791,16.5383,0.401177,25.3301,1.59793
48.4385,0.858697,0.00991354,17.9121,3.50071,3.23866,0.997518,0.00989225,24.1736,4.85336,12.6641,6.39309,59.0289,16.6383,0.172901,97.6041,1.60503
47.7828,0.906115,0.0116039,17.1292,3.40312,5.41533,0.903059,0.00731214,26.3536,6.14808,13.5071,4.42689,37.7742,17.6912,0.277847,109.356,1.45869
48.68,0.889318,0.0134363,17.6001,3.80986,5.12141,0.967306,0.00446395,26.0427,5.28226,8.65953,3.79089,69.7825,18.3014,0.213564,137.032,1.46633
43.3914,0.980867,0.0109229,17.6578,3.16564,4.48265,0.829917,0.0070834,25.8394,5.6883,11.8705,4.16208,50.3521,16.1838,0.284118,89.7219,1.51632
47.8735,0.928226,0.0158426,17.8799,3.80738,2.9741,0.927235,0.0133402,24.5357,5.32976,8.0447,2.6325,40.5184,15.6894,0.340076,51.9574,1.4228
49.6616,0.956806,0.013841,17.9512,3.88466,4.61795,0.977117,0.00668882,23.9031,6.53406,12.3744,3.97918,49.4427,15.9507,0.357806,46.8724,1.53277
43.2986,0.954184,0.0116645,18.2251,3.23958,3.62087,0.971243,0.00473587,24.7598,6.0649,9.40982,5.57653,55.287,15.3149,0.193663,52.8197,1.55829
40.0493,0.927943,0.0161644,19.4929,3.5532,5.58071,0.960516,0.0202745,21.1757,6.25872,10.9735,3.63005,57.3296,15.6225,0.207045,75.514,1.40067
41.7665,0.842645,0.0125473,21.9694,3.91755,3.09832,0.976489,0.00957383,25.839,6.87008,10.5083,3.20766,38.4471,14.8939,0.550876,40.4228,1.55964
44.3117,0.860906,0.0115666,20.3507,3.68081,4.6962,0.91982,0.00260231,23.3858,4.15554,9.91033,3.56202,48.9095,14.4324,0.456598,27.1269,1.59833
36.9637,0.921893,0.00993338,20.4661,3.32609,3.8121,0.961543,0.00424177,26.2528,5.57484,9.66071,3.22042,60.0607,16.8832,0.279229,42.6505,1.54741
38.16,0.895512,0.00982488,19.5957,3.1979,5.1413,0.972913,0.00415526,22.8968,5.81669,6.24785,3.08765,76.3696,15.9738,0.25699,56.7838,1.46591
45.2772,0.893621,0.0123672,18.2099,3.41491,4.30737,0.934654,0.00723058,27.1715,5.92586,9.68498,3.91335,58.3254,16.1816,0.128264,62.957,1.48564
45.0634,0.830483,0.0119217,19.3829,3.81538,3.74802,0.965695,0.00217513,24.8985,4.95768,10.962,4.38534,38.225,17.7921,0.432913,38.3047,1.59698
47.0928,0.969189,0.0158055,16.8851,3.47128,4.47416,0.922688,0.00417434,25.1968,6.39467,9.6912,3.51805,64.6514,17.11,0.352961,51.947,1.42269
39.1402,0.979984,0.0124883,18.9333,3.35431,3.83276,0.944729,0.00843331,24.4057,5.53907,8.67293,5.02096,69.0579,15.6182,0.256412,49.229,1.52926
43.0317,0.920369,0.00686175,17.667,3.07556,4.02726,0.921587,0.00481785,26.8489,7.12595,9.18284,3.49828,64.6514,17.4564,0.482372,43.1226,1.55917
35.9451,0.972224,0.0113798,19.7128,3.08875,4.73318,0.940096,0.00608217,25.773,7.50423,10.5859,5.42658,66.7816,14.5554,0.152342,76.3612,1.48044
45.982,0.966101,0.00778845,16.6482,3.13952,3.46539,0.834709,0.00826096,27.1194,3.7767,9.05484,4.16874,71.7235,17.0767,0.287114,28.5035,1.50471
41.3591,0.975405,0.0100814,18.3499,3.28514,5.73319,0.992464,0.00760832,22.4381,6.87093,16.8595,4.56718,34.6028,16.0265,0.532796,27.9383,1.56667
40.5836,0.896149,0.0112143,19.4655,3.57795,3.17779,0.917525,0.00625552,27.0261,4.79819,6.88556,3.09795,64.2862,16.6311,0.383619,19.4162,1.55865
39.1868,0.89415,0.0102421,18.7258,3.15931,4.65038,0.962403,0.00962973,25.2465,5.37476,14.2723,3.9677,46.2016,17.4572,0.293114,96.1649,1.44082
39.7747,0.913053,0.00883117,19.3935,3.41232,3.74742,0.951467,0.002188,26.5747,5.42903,13.4119,4.13669,50.3153,17.0786,0.172253,91.5424,1.5919
38.6191,0.844672,0.014382,21.4335,3.74324,3.58028,0.978753,0.00463095,25.4296,7.86977,7.75527,3.12518,77.0756,16.1943,0.179951,44.9257,1.45702
38.9762,0.941425,0.0111255,18.5984,3.28464,3.98489,0.967617,0.0066831,24.4538,6.06145,8.31227,3.13382,57.3979,16.924,0.279516,55.6307,1.42602
45.8297,0.981057,0.0142129,17.0366,3.50071,3.75486,0.860979,0.00646935,25.4827,5.91547,12.0161,4.19769,65.4666,17.1716,0.235677,31.4339,1.49041
44.376,0.898477,0.0102547,18.3245,3.63255,4.60617,0.981411,0.00306099,24.0067,5.61478,11.374,4.52995,51.828,19.7032,0.392216,49.6036,1.50947
44.0168,0.904087,0.0155151,18.3407,3.57667,3.68946,0.908968,0.00582613,28.5601,7.53342,11.5242,6.05774,48.1184,17.1501,0.260114,92.5911,1.35227
43.235,0.958194,0.0120884,18.2469,3.44361,4.4403,0.967727,0.00504819,23.3545,5.93664,11.2137,4.38366,41.007,16.4642,0.476321,35.8178,1.51472
45.0899,0.935907,0.0128633,19.2313,3.94548,3.91075,0.965649,0.00574763,23.2787,4.99532,8.78387,3.50851,51.8388,16.2542,0.523821,25.7719,1.63451
48.3348,0.938376,0.0125687,19.7138,4.14141,5.301,0.953053,0.00690512,21.8783,5.52642,8.83083,4.38927,46.0418,13.6958,0.599349,32.5511,1.66778
45.416,0.941169,0.0127242,17.5539,3.42979,3.65905,0.947549,0.00340424,25.6677,5.40624,10.4969,5.29772,59.2218,17.0029,0.159689,55.5232,1.47023
45.5229,0.950769,0.0087334,17.122,3.31027,2.89444,0.975108,0.00768587,26.5056,4.48879,12.6661,5.77759,71.0246,16.448,0.449558,31.0869,1.5251
45.0485,0.857637,0.0105155,18.4783,3.36859,5.79201,0.941213,0.00668666,25.2116,9.04351,13.1002,4.04016,30.4739,15.1225,0.446932,43.0956,1.52704
44.575,0.893028,0.00835052,17.1569,3.13047,3.88919,0.936662,0.00844171,27.2985,7.01657,7.83159,3.74521,50.7693,17.7572,0.310177,41.8956,1.48143
45.1718,0.899472,0.0125314,18.3965,3.4365,5.55256,0.96343,0.00695618,24.451,6.8698,9.44551,5.55659,63.0581,16.595,0.213332,67.0144,1.43549
41.3512,0.931172,0.00606572,19.1507,3.12678,5.51336,0.988252,0.00935621,22.9373,5.41028,11.2465,2.1759,45.5987,14.5973,0.411574,32.2539,1.6432
41.1065,0.863777,0.0120054,20.1319,3.54031,3.18857,0.930078,0.00288926,30.7855,5.99759,8.32705,3.05053,37.6891,14.8137,0.361283,47.3016,1.55429
42.3185,0.932266,0.0101051,18.7818,3.44566,2.95799,0.968063,0.00591754,25.0186,6.44948,14.0179,3.98338,58.7751,16.7342,0.467152,49.2096,1.54756
43.8937,0.810101,0.0115425,20.1089,3.65497,4.00204,0.962506,0.00324407,28.7281,6.85516,10.2183,4.18906,43.4826,16.9108,0.220787,32.2469,1.48025
45.6182,0.879083,0.00888929,18.3996,3.51837,3.57771,0.984375,0.00423333,26.9394,5.2383,7.7157,3.9647,71.1885,17.5412,0.55512,41.1237,1.55492
46.6381,0.872546,0.0123039,18.6165,3.5746,4.89539,0.953666,0.00960334,23.4905,7.96311,6.62169,2.68675,44.9924,15.8399,0.25622,54.8156,1.4782
40.39,0.88995,0.0107541,20.6875,3.37492,3.78966,0.991814,0.0160928,22.416,5.62074,17.298,3.42031,29.0797,14.2167,0.430458,64.114,1.49522
44.2245,0.866083,0.0123476,18.9298,3.53449,5.76668,0.88966,0.0064956,26.4502,6.99951,12.7724,5.59218,47.2256,17.3073,0.177367,58.9186,1.46614
47.2852,0.921818,0.0116689,17.1849,3.36037,4.79863,0.941596,0.00844103,23.1301,3.59292,14.2168,3.44739,42.266,15.6009,0.268446,79.1293,1.50292
38.9415,0.964666,0.00985085,18.1453,2.97981,3.28337,0.993683,0.00910329,23.4746,5.47956,6.18616,2.36059,58.2062,16.0115,0.222651,65.6377,1.49617
38.7198,0.9766,0.00835791,18.2721,2.93654,5.07688,0.985165,0.00645211,21.5627,4.91252,7.58686,3.9068,60.0227,15.2757,0.232108,30.6809,1.56075
42.9639,0.971407,0.0106842,18.9942,3.3852,5.41084,0.978107,0.00586382,21.27,7.48088,8.7481,4.52825,61.7299,15.3485,0.309532,52.5783,1.48988
39.3015,0.985777,0.0126807,19.8155,3.46788,4.76811,0.987683,0.00553822,22.923,6.78318,8.1978,3.7403,64.4014,14.4825,0.462831,41.8632,1.63942
47.7645,0.930335,0.0140911,18.6117,3.8055,3.59463,0.940909,0.00405353,24.4053,4.87126,9.65233,3.59741,47.3456,14.7353,0.197377,68.8031,1.50764
39.6811,0.945419,0.00766633,18.2514,3.00318,3.12493,0.957489,0.00676771,25.5428,6.26833,8.47997,2.65906,53.5195,15.771,0.229634,66.2048,1.50772
44.8417,0.92237,0.0138987,17.7402,3.47813,5.13403,0.892716,0.00919625,24.0562,5.84511,11.0096,4.0767,62.4094,18.6561,0.375287,44.0371,1.39752
43.9876,0.995157,0.00983128,15.6571,2.89558,4.25231,0.974116,0.00571395,23.1229,6.1606,10.1204,5.0168,64.7533,17.7914,0.409211,56.0182,1.31537
41.8518,0.994769,0.0113899,17.9708,3.13392,3.4055,0.971905,0.00547833,25.1493,4.15807,9.67815,4.29115,59.9979,15.1765,0.418718,31.6383,1.44369
39.8452,0.928035,0.0168125,20.3664,3.83203,3.88362,0.913855,0.00440429,27.948,6.30421,11.4507,3.96403,36.2416,15.0179,0.206817,63.5917,1.50252
41.8734,0.923066,0.013168,20.1736,3.45069,4.50316,0.970919,0.00571455,26.4723,5.95267,14.8317,4.08375,49.6643,14.3483,0.303039,101.16,1.54914
38.9739,0.916482,0.0111311,18.8047,3.27787,3.20076,0.972984,0.0029269,25.444,4.81982,7.50529,2.68649,72.4239,17.109,0.452947,23.2569,1.56959
39.7902,0.8537,0.0152797,21.5736,3.93276,3.18867,0.950311,0.00896098,26.2646,6.07073,9.01684,3.68979,47.3615,15.2673,0.251683,37.5111,1.52477
41.2538,0.964533,0.00952654,17.1564,3.02627,3.97734,0.998471,0.0125831,21.7688,7.9545,14.8662,4.24555,35.6532,17.2789,0.548561,26.871,1.48271
40.1791,0.972432,0.0104247,18.0046,3.13361,4.57158,0.978649,0.00264381,25.6101,5.4718,10.9032,4.36539,47.8224,16.9013,0.189688,97.5885,1.58057
43.9281,0.846176,0.00810673,20.0522,3.48641,5.01923,0.991297,0.00495428,26.068,8.74276,8.22418,3.46414,43.3806,14.4747,0.339335,97.7207,1.6257
41.8947,0.964805,0.00914125,18.4298,3.17079,3.48242,0.964492,0.00384264,23.4882,3.474,9.90474,4.50566,72.9232,15.8327,0.378219,64.311,1.51449
42.4033,0.959682,0.00933318,18.1949,3.26343,4.11727,0.884407,0.00586099,25.556,6.30174,12.8829,2.93401,46.6166,16.0953,0.488246,54.7418,1.60441
39.912,0.936642,0.013546,20.4389,3.67356,4.80692,0.892637,0.00379401,26.8172,7.89601,9.09078,3.59576,75.8743,15.4981,0.160086,50.7352,1.62615
44.0988,0.866527,0.0119571,18.6264,3.65224,3.63413,0.973425,0.00502752,26.4928,5.58352,12.0597,3.30571,47.4876,17.6958,0.33041,36.8434,1.52054
45.9536,0.871674,0.0105707,18.2085,3.59822,4.40118,0.991305,0.00429451,23.943,4.85842,10.5135,4.71924,60.0112,17.1695,0.228338,53.5734,1.49455
38.502,0.84464,0.0094598,21.4467,3.40819,3.22612,0.973769,0.0046939,27.8968,5.17118,12.6544,4.69019,43.3009,14.7805,0.517071,26.8217,1.59865
43.3708,0.867512,0.0114965,20.902,3.62669,4.22107,0.939026,0.0125091,26.7604,6.56303,11.2196,4.15227,49.5309,14.4043,0.220934,59.1065,1.50976
45.721,0.914898,0.00883134,18.0979,3.35551,4.40267,0.923883,0.0121544,25.0215,6.27062,6.36971,2.70674,60.3007,16.2896,0.499021,27.3275,1.51365
49.5803,0.959892,0.0126748,15.9211,3.35707,4.55082,0.986948,0.00596103,23.2299,5.44824,9.45393,3.55335,67.4046,17.7199,0.373371,40.7192,1.44655
46.0003,0.914151,0.013315,17.5322,3.36596,5.05953,0.94413,0.0246518,22.469,7.48468,9.97406,4.26543,58.6665,16.3457,0.517608,39.6704,1.41655
41.8762,0.883516,0.0125558,19.8055,3.55996,3.078,0.937126,0.00424909,26.8303,5.23215,10.3848,4.11752,61.693,17.1384,0.427877,64.3689,1.51719
42.2173,0.900241,0.0119267,20.3108,3.6119,6.70323,0.948679,0.00647223,22.1833,5.10095,10.8212,6.56077,59.727,15.4308,0.222774,96.6931,1.54094
44.5984,0.938032,0.0123371,17.8211,3.41522,3.99959,0.9753,0.00480009,23.1202,4.49018,11.7319,4.52232,54.3222,16.5975,0.264201,63.2023,1.50961
40.656,0.969902,0.0127873,18.1025,3.21246,3.77761,0.959632,0.013806,23.2201,6.05503,13.5309,4.38811,59.4518,16.4894,0.378555,47.226,1.44225
