"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","sig_het"
40.8372,0.795337,0.00839788,19.1584,3.41248,3.70167,0.928278,0.00532006,28.3906,4.71499,12.0939,4.41213,56.0849,18.9418,0.250803,55.2013,1.49114
41.2681,0.9344,0.00190197,17.7264,2.84825,3.95237,0.984925,0.00620741,26.2402,6.60222,15.1203,3.95957,35.0123,15.8189,0.823273,20.9931,1.65908
40.4034,0.972776,0.00759082,16.275,2.86511,4.18408,0.952372,0.0143284,21.5001,3.4362,11.8744,5.91391,51.843,19.2886,0.153502,46.8615,1.39373
41.8747,0.973741,0.00667947,17.2065,2.95473,6.52961,0.948551,0.00665315,21.8756,8.0493,9.46364,4.0168,60.7621,16.6338,0.246656,82.6722,1.53101
40.3589,0.94985,0.0133357,19.9024,3.72735,4.15661,0.995817,0.00788774,23.7693,6.32845,16.0635,4.29594,50.5346,15.5428,0.419044,49.5726,1.60512
36.5897,0.960935,0.0103963,19.9983,3.23929,3.61802,0.916009,0.00341098,26.5361,4.89916,7.36602,5.15566,77.7876,15.1215,0.191217,65.0771,1.59449
38.6414,0.959781,0.00795477,19.4785,3.11039,4.93529,0.907092,0.00824311,22.2426,5.47032,10.3322,3.02139,54.4926,15.2517,0.404082,44.5209,1.67121
42.5128,0.887215,0.0112296,20.2601,3.63381,4.28742,0.920639,0.00523956,25.356,4.2044,11.664,4.44084,55.5852,14.4555,0.191204,124.71,1.54564
43.3904,0.853904,0.0156756,20.4551,4.09502,4.6164,0.9564,0.00371948,25.7734,6.12848,8.95228,2.70636,51.9776,16.2691,0.266095,45.093,1.53558
49.1476,0.928875,0.0159543,17.5275,3.75402,4.63246,0.91875,0.0139122,21.69,4.30052,6.65615,3.2299,49.4498,15.8326,0.52591,23.6025,1.45098
45.1173,0.894732,0.0181544,18.7228,3.83777,4.98472,0.953408,0.00848468,24.4481,8.12954,6.53217,3.12303,66.2242,16.0123,0.352711,31.4721,1.47372
39.1791,0.965265,0.00743326,18.6284,3.00656,4.38631,0.932474,0.0052905,23.882,4.49963,9.30297,3.77267,39.9061,15.54,0.516358,37.3043,1.54953
45.331,0.985095,0.0147123,17.2567,3.29839,5.78055,0.957493,0.0176253,21.8935,7.5189,9.73483,5.10373,65.1648,16.055,0.357936,63.5006,1.47728
43.2386,0.941285,0.012149,18.4057,3.42971,5.27375,0.984525,0.00386479,21.0317,3.86433,9.48498,4.41347,55.8275,15.6165,0.390993,78.4436,1.48438
40.1348,0.897206,0.012433,19.4413,3.65622,4.80976,0.9923,0.0101673,23.4165,6.20893,10.8453,3.51134,61.6376,17.4046,0.176626,126.371,1.58918
44.174,0.968124,0.0105796,17.8531,3.37946,3.95665,0.906441,0.00500374,25.405,5.8867,9.02888,5.22833,58.6151,15.3585,0.284897,61.0195,1.58479
44.5801,0.970316,0.014835,18.808,3.7436,4.96361,0.944382,0.00917363,21.9348,3.89374,9.19736,3.18658,63.2671,15.2461,0.315038,38.0754,1.50226
42.8414,0.928618,0.0112269,18.2463,3.32712,3.23937,0.920215,0.00953152,26.6891,4.09822,8.40131,2.75412,43.9877,15.5532,0.329277,92.2184,1.54802
41.8766,0.989541,0.0133336,18.4824,3.37017,5.29303,0.942555,0.0094008,22.1898,6.47678,8.38471,2.78181,43.4615,15.8526,0.41643,38.3571,1.54279
39.1997,0.955913,0.0105222,18.1485,3.10393,3.94076,0.975874,0.00273676,25.163,6.3139,7.79647,3.19243,66.3471,16.3506,0.320632,39.9262,1.57148
48.756,0.951179,0.0125569,17.1088,3.34207,3.40854,0.913547,0.00948087,26.5165,4.13474,12.6621,4.19076,38.7449,15.842,0.240769,130.764,1.38268
39.0638,0.871322,0.0089948,19.6732,3.18032,4.47112,0.954045,0.00751003,27.0905,8.01616,6.87514,2.41569,47.359,15.5627,0.571226,18.3374,1.59433
34.0983,0.959736,0.00823676,21.0728,3.20459,4.98676,0.927249,0.00623733,22.977,4.88074,8.77076,4.6665,64.6322,15.4036,0.552058,25.5165,1.55815
36.2732,0.869667,0.0106533,21.2676,3.39769,3.52647,0.931306,0.00631049,30.7162,5.47267,10.3972,4.49078,53.0777,15.8416,0.284396,44.7616,1.55278
48.7548,0.973113,0.0159552,17.9009,3.78477,3.9722,0.917218,0.00617987,23.7459,4.72416,8.69474,3.23092,52.4288,14.5673,0.324697,45.0522,1.49703
36.7416,0.957009,0.00623579,20.2165,3.21059,5.84578,0.917715,0.0035692,25.2947,5.91083,10.6713,7.45772,76.1998,16.225,0.522114,19.6203,1.67882
43.2916,0.86129,0.0141981,20.8938,3.76839,4.80752,0.905493,0.00642499,27.3995,5.79688,7.73823,3.17257,70.0459,15.0511,0.215127,101.625,1.52355
44.0012,0.997216,0.0116956,16.9933,3.33569,4.86346,0.898766,0.00911692,23.7428,4.95274,9.28182,3.93878,81.1324,18.4973,0.495448,22.661,1.56699
40.8508,0.962781,0.00930578,18.2621,3.03047,5.3369,0.976469,0.0125124,22.2861,5.92458,10.0379,4.03459,49.0375,14.6177,0.179633,40.0077,1.474
46.842,0.965212,0.0181072,18.1114,3.78608,4.73897,0.885165,0.00514909,24.1711,3.97898,9.50778,4.79712,69.1738,16.4234,0.378045,43.7578,1.50532
39.3507,0.984701,0.0129317,18.9957,3.40155,5.61127,0.873271,0.00306313,22.8442,4.1235,8.81175,3.17443,59.8125,15.4605,0.0780438,95.1849,1.48637
44.9214,0.942932,0.0135723,18.3527,3.59285,3.59744,0.97236,0.00352312,24.4218,4.54819,9.45478,2.79431,52.3997,17.0184,0.373259,80.0005,1.54015
38.9443,0.902228,0.0073692,19.8407,3.21016,5.11642,0.944676,0.00368272,23.7443,6.9645,7.45721,3.84531,51.3405,16.1745,0.159435,70.3045,1.57298
43.404,0.919655,0.0117461,17.6335,3.15323,4.48519,0.997245,0.00678072,23.6417,4.64105,12.2302,4.55005,49.227,16.523,0.67534,27.1982,1.39263
41.8363,0.870408,0.0130403,20.2268,3.47971,3.50166,0.967943,0.015593,22.8525,4.84895,8.81411,3.1005,39.4508,15.0504,0.321782,53.8573,1.40633
40.9939,0.942564,0.00841506,19.1873,3.33626,5.05522,0.974976,0.00401003,21.8919,3.69157,11.1071,3.15028,44.8239,15.7271,0.379064,62.5651,1.56476
34.4402,0.9276,0.00887437,21.4443,3.35833,4.17831,0.947308,0.00675197,27.6882,8.38731,12.1498,5.10782,49.0018,15.5256,0.26917,69.9208,1.56971
44.414,0.844579,0.0125207,19.4491,3.73775,3.72354,0.886917,0.00569448,29.6787,7.45848,10.2491,3.67399,44.5298,16.9277,0.378579,93.1329,1.49613
40.0078,0.934147,0.0102176,18.5346,3.23629,5.40525,0.975794,0.00676841,22.5965,8.21519,9.35574,3.89365,80.4921,16.9981,0.440169,29.972,1.6032
41.8049,0.960268,0.0105756,19.0336,3.50441,4.1861,0.944898,0.00588088,25.4675,6.07602,14.4584,3.20367,47.8825,16.8386,0.111755,54.2168,1.63234
42.4484,0.960529,0.0100895,18.7808,3.31535,5.12862,0.976472,0.00979736,22.5745,5.29562,14.1174,4.49659,49.3204,15.1642,0.113691,67.1778,1.54215
33.9453,0.883085,0.0116674,21.0377,3.22382,4.30561,0.961019,0.00563124,25.0064,4.14018,13.1267,4.48556,37.7862,15.7581,0.259046,72.4087,1.4953
39.5224,0.876773,0.0111562,19.8452,3.45296,3.3034,0.971713,0.00282915,27.2543,5.49757,8.05544,3.05904,66.304,16.4568,0.0703044,38.4414,1.56029
41.7212,0.87147,0.00700659,18.8465,3.09315,5.34889,0.983655,0.0111119,22.3855,7.43055,12.8772,4.26647,36.2717,15.5296,0.344422,44.822,1.55682
41.1462,0.917193,0.0108745,18.8959,3.40451,3.75778,0.91639,0.0068107,29.2831,5.65357,10.5004,3.53508,59.7619,16.0926,0.565879,45.6813,1.57897
37.7377,0.937791,0.00978006,18.0751,2.9261,3.88527,0.895502,0.00651369,28.5337,8.61047,9.57293,3.95455,57.1947,16.9906,0.327621,41.2432,1.50131
45.441,0.927123,0.00812797,17.6667,3.33182,4.70432,0.994388,0.0080178,24.497,5.92074,8.14438,3.39488,65.9271,17.5519,0.214402,60.3843,1.5229
42.4281,0.947192,0.00956005,17.9621,3.29921,4.84906,0.951667,0.0100008,23.8619,5.06287,10.5843,5.57065,60.8363,17.2309,0.210366,51.2656,1.50635
41.8355,0.885521,0.0121922,19.2617,3.64758,4.46157,0.982263,0.00490322,25.9717,5.55654,13.0359,4.44576,44.8679,16.6241,0.246739,40.4804,1.61491
39.6015,0.944472,0.00676339,18.682,3.15521,4.02583,0.927917,0.00688818,26.2799,8.10318,6.79983,4.26459,52.259,15.6515,0.322215,50.1144,1.64189
38.4685,0.970074,0.00863981,17.8855,3.01136,3.37851,0.943229,0.00535415,25.9218,6.4103,11.7107,3.74718,49.8286,16.8574,0.257877,67.5078,1.60457
39.3584,0.897222,0.00879197,19.755,3.17329,5.3939,0.9898,0.00741873,24.101,7.84662,7.71343,2.94436,55.8082,15.7102,0.636802,26.1503,1.5717
38.7925,0.961094,0.0109793,19.7255,3.30156,4.84646,0.998689,0.00714213,22.1658,5.01568,8.6022,4.25642,85.5077,16.3367,0.271811,53.6271,1.54708
43.3444,0.984913,0.0143844,19.3796,3.75542,2.90312,0.993402,0.00696939,25.4943,6.77032,7.06301,3.43668,90.655,15.2745,0.119236,38.4661,1.58076
40.4867,0.931968,0.011497,19.4283,3.33207,4.52902,0.996803,0.0076919,26.813,7.76261,10.9112,3.90516,44.0637,14.5701,0.343503,35.2607,1.61748
45.4488,0.890152,0.0136335,18.3627,3.5877,4.25288,0.959985,0.00725045,27.3618,6.15087,10.3973,3.56765,46.723,16.1867,0.204143,47.2633,1.50161
42.976,0.896777,0.00984046,18.7681,3.38318,3.91737,0.970806,0.00563749,23.6222,5.92354,10.9392,3.60946,52.9066,16.8828,0.328827,35.8175,1.56656
45.5174,0.921186,0.0141983,18.574,3.49856,3.92628,0.918776,0.00845625,25.628,6.26492,11.5278,4.33277,35.7602,14.5494,0.306636,83.4475,1.4409
42.2939,0.971396,0.0102643,17.8491,3.33895,3.05057,0.937878,0.00514805,23.5945,3.1751,7.14483,2.45703,54.3416,16.5814,0.381514,39.5564,1.4725
43.842,0.881809,0.00944779,18.4819,3.22482,3.14337,0.908205,0.0137339,23.9277,5.82419,12.0828,3.66132,40.3,16.021,0.39925,36.3411,1.50482
40.8931,0.891566,0.0106663,20.6855,3.50305,3.69902,0.978412,0.00435805,25.8575,5.56804,10.7717,4.63174,40.9996,14.5371,0.325639,53.1414,1.53653
40.9839,0.823364,0.00942286,21.6359,3.68344,3.89162,0.963091,0.00338038,27.8379,6.19586,17.6435,7.91189,35.7095,14.2282,0.336614,81.7106,1.64296
45.0113,0.8174,0.0108894,20.1317,3.65408,4.63391,0.902426,0.00530288,26.6345,5.5501,12.7453,5.0788,41.7322,15.3009,0.231809,64.6844,1.46456
36.9564,0.821101,0.0120204,22.7603,3.62178,2.93511,0.931946,0.00521663,27.6419,6.88328,16.4804,3.87363,34.0692,15.3898,0.295499,42.0898,1.54588
42.9792,0.944108,0.00484954,17.646,2.91367,6.79332,0.91553,0.00980775,22.5163,8.46405,9.86051,3.56621,52.1565,16.3772,0.219016,78.3648,1.54874
45.5508,0.878689,0.0120384,19.1343,3.61076,4.76693,0.897057,0.00829251,23.7997,6.70194,9.83106,4.17992,40.8021,15.6824,0.449168,34.3503,1.48501
42.0026,0.951188,0.0100537,18.3092,3.45951,4.76124,0.928875,0.00228594,25.6678,4.64617,8.05564,5.07793,67.168,16.1453,0.308874,61.4079,1.64623
38.4435,0.95962,0.00554167,18.7529,2.84659,3.3877,0.965481,0.00620679,26.3469,6.11107,7.70541,3.69257,46.9943,14.4955,0.153362,42.3353,1.56293
42.3287,0.926596,0.00757434,17.907,3.11963,4.01057,0.938186,0.00522803,25.7548,5.42757,8.63355,3.93115,69.1903,16.6008,0.226809,68.229,1.62595
40.7661,0.849248,0.00796685,20.8534,3.45647,5.09996,0.972511,0.00633802,25.0107,7.23005,10.1179,3.56568,43.9766,15.9101,0.204079,52.9337,1.53927
41.1855,0.887049,0.00916928,20.252,3.35771,4.52779,0.94493,0.00353607,26.3485,5.4162,9.35139,3.41978,45.7139,15.9663,0.243041,87.5743,1.62441
39.8071,0.912851,0.0137303,21.0203,3.8462,3.93273,0.923427,0.0059553,23.3032,3.55992,12.4845,3.62409,49.3601,15.2193,0.497687,45.0655,1.53655
41.8514,0.86487,0.010024,18.6129,3.35359,4.57485,0.982247,0.00134976,24.8031,6.93904,15.3251,5.04625,36.2198,16.3647,0.212002,76.3123,1.49099
52.971,0.90733,0.00872447,16.2581,3.42725,3.96608,0.989252,0.00660032,24.2375,6.61203,10.2144,3.65344,52.6297,18.5651,0.541482,41.9002,1.5494
48.1322,0.971051,0.0109671,16.872,3.28103,5.32641,0.944464,0.0117129,23.2085,5.18402,12.8278,3.83827,40.7278,15.9572,0.154752,40.5241,1.47357
41.1082,0.941718,0.0106001,18.1522,3.19404,3.55529,0.896514,0.00518651,28.1682,5.79302,7.55782,3.1335,92.9284,16.8412,0.0860067,64.9217,1.57793
40.157,0.938535,0.0114575,19.6898,3.68321,4.58593,0.97309,0.00670191,23.0211,4.99286,9.25839,3.26472,60.1715,17.8585,0.395392,36.7866,1.62246
43.8774,0.916896,0.0159111,18.9457,3.75267,3.70462,0.880671,0.00588684,27.1384,4.90477,8.46334,4.54147,66.8704,16.5283,0.160549,50.2381,1.47591
45.0351,0.975727,0.0147034,18.5013,3.42851,4.6086,0.881445,0.0123243,24.7023,5.36143,13.204,4.05813,36.5865,14.3051,0.147689,51.0383,1.56347
45.3842,0.947569,0.00728545,17.225,2.97968,4.34072,0.956021,0.0126745,24.9389,5.79273,7.41857,3.08603,96.6936,16.0853,0.342537,42.5565,1.46365
39.2175,0.960772,0.0107926,18.5711,3.19813,3.97011,0.969554,0.0160512,23.0065,6.13423,18.1445,5.80613,39.7299,17.5284,0.281971,54.1236,1.53176
43.8901,0.921943,0.0107176,18.1524,3.26284,3.91043,0.989088,0.00802306,23.6038,5.04204,8.33773,3.07725,43.8594,15.4362,0.463023,24.7406,1.47172
43.1272,0.90225,0.0080958,18.0207,3.31513,4.6774,0.980943,0.00560882,24.6701,6.94152,10.5992,4.08375,65.9422,17.8413,0.485881,14,1.64535
43.4355,0.863973,0.00914231,18.9918,3.41694,4.08043,0.946062,0.00818244,26.7779,6.11451,8.21754,3.46027,52.2402,16.8529,0.588303,57.363,1.43271
41.4962,0.954005,0.0118361,19.9217,3.45362,4.44469,0.976523,0.00435118,25.1852,5.75966,7.93328,2.90638,70.4886,14.0654,0.703823,25.6308,1.54267
41.7333,0.966546,0.0165362,19.0005,3.50155,5.89634,0.941916,0.0137539,21.1231,5.62282,7.443,3.22065,73.706,15.2695,0.211646,81.494,1.47252
44.5677,0.924848,0.0160799,18.7343,3.73463,3.46167,0.958899,0.00649804,23.9501,3.74202,14.3313,5.47754,48.7482,16.2777,0.457912,30.2858,1.4803
41.8271,0.94848,0.00980282,19.078,3.4095,4.7982,0.895619,0.00683286,23.8137,8.70732,10.2836,3.28144,46.5061,16.4807,0.248327,58.6751,1.48218
35.0289,0.936782,0.00695014,19.3742,2.92884,4.4072,0.983161,0.0104379,25.6619,5.58634,9.55053,4.18991,65.5814,16.7162,0.557581,23.1256,1.56056
40.9888,0.863484,0.0105907,20.8591,3.65395,3.78285,0.973781,0.00572786,25.5826,5.83018,10.6133,3.34814,45.5685,15.6028,0.370845,38.7658,1.5516
43.8107,0.964472,0.00863925,17.7428,3.31102,3.63017,0.962183,0.00280548,24.1214,4.00596,7.42308,2.16555,65.1831,16.3077,0.340865,34.4461,1.61685
38.4035,0.911892,0.0102736,21.0475,3.57981,3.93393,0.973153,0.00593893,22.8648,6.98955,16.4201,4.16466,40.7682,16.582,0.246796,57.142,1.64998
41.3959,0.894865,0.00853275,19.0991,3.17553,4.65722,0.970121,0.00309584,24.8106,4.60051,9.27496,3.67105,44.1112,15.5028,0.195343,70.6414,1.55619
41.4598,0.88935,0.0085843,19.2792,3.3959,4.61273,0.9894,0.0067282,24.1747,8.04557,8.91676,4.59929,58.3466,17.6756,0.211584,42.5436,1.56912
39.6616,0.955096,0.00847629,17.4576,2.95381,3.6729,0.968954,0.00706723,24.3951,4.71907,8.44519,3.32144,45.6502,16.5825,0.148364,47.9187,1.46676
41.6419,0.883478,0.0100434,17.9124,3.24656,4.16905,0.905605,0.00600691,25.0517,5.35848,10.2484,2.67158,47.4877,17.6768,0.225639,62.7362,1.44516
50.7064,0.937854,0.00793984,16.4041,3.28215,3.44766,0.969802,0.00749724,26.0506,6.17005,9.0163,3.92957,43.4217,16.5426,0.227588,34.5198,1.4701
40.6185,0.954437,0.00822183,17.9928,3.05298,4.39294,0.959686,0.00923296,22.9767,6.58345,9.15142,4.80375,40.7098,16.5395,0.151942,55.4277,1.5922
52.0487,0.966675,0.0125632,15.8292,3.21442,3.18706,0.979407,0.0218182,22.5802,7.26298,11.3429,5.94438,60.8124,15.8125,0.20617,34.2065,1.52777
42.2484,0.976652,0.0107652,18.6986,3.32992,5.44031,0.953557,0.00976396,19.3573,4.7712,10.0435,4.80528,61.6918,15.3802,0.548387,34.1357,1.54362
39.7296,0.909447,0.0096604,20.3169,3.20594,4.70115,0.975822,0.00496237,24.3021,5.07977,15.7838,6.74696,35.7568,14.1371,0.70648,26.804,1.52848
42.698,0.971404,0.0105529,18.203,3.24135,3.25961,0.904861,0.0113237,25.1962,5.37603,10.3571,5.33862,40.0733,16.3088,0.417569,45.2645,1.53497
41.6595,0.873792,0.0159905,20.4289,3.78253,4.19125,0.981362,0.0126269,21.6903,5.06369,9.84615,3.35254,36.0072,15.5921,0.456562,69.8365,1.51909
47.707,0.968609,0.00962021,17.451,3.4276,4.47098,0.952965,0.0148211,23.0792,5.29701,11.9153,5.51901,52.7522,16.4163,0.158935,46.3928,1.57718
43.3103,0.891658,0.0116782,19.6509,3.42909,4.11874,0.923788,0.0104342,21.7723,4.34153,8.70675,3.19012,57.7542,14.9061,0.236139,52.8994,1.41502
42.4958,0.877008,0.012231,19.4843,3.46859,2.81398,0.929848,0.00915064,24.3148,4.27221,12.0038,3.94227,28.3826,14.6653,0.436003,42.0487,1.51692
35.1245,0.939799,0.0141852,20.4466,3.59134,5.44775,0.965095,0.00465609,22.9992,6.03405,10.7389,2.81894,61.2971,16.9307,0.485217,43.5781,1.63183
49.671,0.959389,0.0113991,18.1055,3.62032,4.7162,0.94897,0.0108966,21.1323,6.04288,14.0174,5.7361,46.855,15.3248,0.661211,30.7964,1.55415
42.8717,0.986218,0.0124672,18.1753,3.31347,3.70188,0.906309,0.00685135,24.9694,4.65474,10.2299,5.35616,58.7633,15.8997,0.218122,63.3527,1.46235
44.1284,0.91818,0.0127363,17.9617,3.39574,5.91346,0.979513,0.0120859,20.8555,6.38664,12.6811,3.70408,47.3803,17.3619,0.21578,72.0561,1.48679
41.6018,0.909899,0.0117391,19.038,3.36934,4.42062,0.970907,0.0117657,23.6166,6.78817,11.0969,5.28121,47.1137,15.8698,0.132563,65.1766,1.493
37.6561,0.967226,0.00970187,19.4146,3.23832,3.57,0.976132,0.00518985,23.1479,4.12731,11.4844,4.91461,42.2532,16.2878,0.33664,68.7692,1.59212
46.7001,0.929006,0.0139006,18.0799,3.76099,2.92679,0.955267,0.00549557,26.7894,5.34865,11.5582,4.25219,46.7041,16.4023,0.314379,47.8498,1.56765
45.9526,0.905309,0.0107554,18.0095,3.29596,3.99395,0.969468,0.01351,18.7113,3.08728,9.02655,3.5592,43.6168,16.0968,0.59211,24.3924,1.51402
44.9303,0.904296,0.00663081,18.6807,3.4797,3.95326,0.94752,0.00833666,25.651,6.30224,8.10098,3.77924,89.4978,17.0031,0.393986,30.3805,1.72573
43.6881,0.92426,0.0114161,18.5318,3.53144,4.20715,0.978115,0.00318084,26.0705,4.68361,11.1708,3.8611,53.8997,16.6934,0.366925,59.9138,1.57201
40.8783,0.941516,0.0138865,18.3706,3.45773,4.60174,0.971572,0.00959791,23.7099,6.51838,8.32185,2.97629,62.5302,17.5523,0.323771,64.5014,1.4627
41.2829,0.961525,0.0111985,19.4103,3.48129,4.42347,0.959263,0.0051983,24.5002,6.51474,13.7663,4.08542,41.521,15.3352,0.450219,47.3611,1.56254
39.8021,0.92147,0.0118836,18.3913,3.26333,4.02415,0.978862,0.00468669,26.6572,5.21113,12.1527,3.7324,53.1395,16.8398,0.138947,121.686,1.4918
46.5557,0.947019,0.0111758,17.0899,3.34358,3.78062,0.998148,0.00796732,24.1543,5.41115,9.68098,4.32905,56.8102,17.3251,0.340751,46.7778,1.53227
36.227,0.923142,0.00902179,19.4599,3.12309,5.58942,0.906251,0.00926268,23.0891,6.11661,9.39156,3.46363,59.7836,16.6504,0.309339,26.0697,1.54443
41.0629,0.88563,0.00949245,19.8652,3.37559,5.2192,0.968438,0.00881965,23.7148,6.5074,13.2297,3.14478,38.6369,16.0945,0.318146,110.71,1.51538
40.6163,0.881353,0.00706339,20.1945,3.20865,3.30026,0.983986,0.00378728,24.832,5.36729,13.0198,4.88544,32.7471,14.2156,0.291797,38.0171,1.61106
40.524,0.845769,0.0113577,20.2282,3.65225,4.48756,0.971158,0.00875282,25.1328,6.78705,7.79361,3.71791,64.3959,17.267,0.381514,48.4362,1.65097
41.572,0.926875,0.0135211,19.0121,3.46014,4.03562,0.915686,0.0132122,25.5481,5.20812,13.0456,3.54854,42.7206,14.9392,0.690507,23.1965,1.53736
41.9913,0.95127,0.0137527,19.2964,3.77418,5.21951,0.9829,0.00621164,21.4487,5.52878,9.72831,6.58747,82.8489,17.2132,0.168269,74.4037,1.62062
41.2318,0.960507,0.0147825,19.7143,3.693,4.71153,0.961771,0.00801222,23.9437,7.73643,11.5324,4.0674,55.6086,15.7429,0.505853,48.5854,1.54806
41.5562,0.957783,0.0106564,18.1405,3.4574,4.1651,0.987014,0.00289565,25.3974,5.37717,12.5896,4.12489,44.1283,17.3371,0.217642,50.8551,1.61951
41.0745,0.865712,0.0106187,21.066,3.63069,3.04311,0.969509,0.00708383,26.4376,5.86365,15.6568,4.46204,42.2728,15.1434,0.202121,71.3639,1.50543
38.1376,0.976116,0.00906229,17.8325,3.03243,4.943,0.977773,0.00372376,23.7041,10.5813,9.68581,3.15587,49.5876,17.5523,0.199709,23.7377,1.47073
48.0535,0.959375,0.0181476,18.0408,3.86093,3.88949,0.960334,0.00189638,25.0321,4.54418,14.0015,5.43285,54.6224,15.0023,0.533698,49.7059,1.47892
43.7764,0.949984,0.0106779,19.4816,3.63974,5.19789,0.923757,0.005968,21.6084,5.46614,11.9541,4.05514,60.9816,15.391,0.353174,55.3345,1.65194
40.7735,0.993103,0.00790895,18.0914,3.10943,3.77892,0.967179,0.00640288,24.7963,4.93075,12.9647,4.2162,53.5736,16.1156,0.592575,30.3045,1.51828
42.6998,0.924542,0.0078668,18.6322,3.16021,4.45071,0.903858,0.0134794,25.1633,4.80858,11.7297,5.09439,36.958,15.0425,0.669607,30.5258,1.47039
41.2129,0.870428,0.0116489,19.6622,3.43721,4.17204,0.911377,0.010041,24.9401,4.56797,7.92239,3.11533,51.0082,15.2204,0.383148,44.2506,1.4864
44.0451,0.862781,0.00974392,20.3679,3.73611,3.97974,0.983051,0.00862765,23.6487,6.18438,10.6203,3.05993,36.3742,14.5945,0.384863,40.3126,1.57943
45.4906,0.904933,0.0102395,16.5558,2.90244,5.21552,0.986608,0.00677453,21.381,5.07339,11.4341,3.39894,40.3657,16.2438,0.352601,31.3493,1.41459
34.1787,0.9027,0.00669787,21.931,3.25522,5.3192,0.924478,0.00870318,24.5437,5.60478,12.1842,4.07659,44.023,15.4678,0.13868,57.1532,1.66245
43.9255,0.950207,0.0125584,18.8844,3.6447,3.89452,0.975955,0.00788594,23.0032,6.66943,9.85128,3.5853,42.8763,15.3644,0.607765,30.9979,1.58398
45.8357,0.95865,0.0130828,17.2536,3.51058,4.23017,0.868212,0.00763259,27.2876,5.09406,7.56097,4.53322,64.9254,17.2297,0.264948,45.0929,1.44066
44.9104,0.803218,0.0149376,20.0665,3.87513,3.92668,0.905219,0.00694853,26.3549,4.35962,8.74338,4.99404,54.8486,16.0295,0.257318,68.5226,1.42814
43.2366,0.996915,0.00911734,18.542,3.38703,5.3057,0.969024,0.00720087,20.6838,7.94287,7.73675,3.53858,56.8624,15.2385,0.35543,38.7303,1.64476
38.2938,0.980474,0.00880346,19.9706,3.18482,4.15854,0.936044,0.0087447,23.3217,6.22871,11.947,4.1562,52.6508,15.1886,0.307499,47.4397,1.64749
39.6891,0.946846,0.0126172,20.0108,3.41158,3.82169,0.903552,0.00654668,23.2501,5.14098,14.9571,3.76144,39.8515,14.1704,0.340654,41.2689,1.5537
44.1135,0.888267,0.00904026,18.7298,3.22732,4.19965,0.963699,0.00842317,23.9116,4.99265,7.10213,2.83128,63.4324,15.397,0.360271,55.3529,1.46235
43.1226,0.94514,0.0104589,17.5281,3.4325,5.25792,0.994821,0.00442792,22.7412,6.64581,8.49122,3.60264,64.3717,18.4762,0.492867,33.1118,1.52985
37.917,0.94491,0.0113391,18.833,3.16612,4.58143,0.942895,0.00581913,24.8845,5.71369,12.7963,4.95084,54.6458,17.022,0.409898,30.6167,1.58066
44.6263,0.925103,0.00889037,17.1185,3.16437,3.90305,0.926008,0.00420418,28.538,6.42189,9.35491,4.00333,51.0832,17.2288,0.339035,63.618,1.54337
34.9428,0.867379,0.00943938,19.4774,3.15864,5.3825,0.98667,0.00266598,26.7239,8.46592,9.34079,3.8572,43.0103,18.5459,0.154065,43.4919,1.53378
41.4307,0.878687,0.00978159,20.3005,3.4208,4.34212,0.877617,0.00538295,26.6156,5.7801,13.3848,3.91634,38.6428,15.7435,0.280388,82.1958,1.57731
46.1973,0.905747,0.0109756,17.9764,3.29429,4.8215,0.915505,0.00820442,25.942,6.28112,12.3755,4.58929,53.2796,15.6799,0.679384,22.0093,1.52936
39.6747,0.881774,0.0114171,18.719,3.26246,3.27761,0.931806,0.0120111,26.6265,7.08117,7.73547,4.09525,58.7416,17.9454,0.253968,41.6448,1.47009
39.2704,0.89134,0.0116878,19.8553,3.40769,4.53331,0.942057,0.00741121,26.0308,8.00787,10.2779,4.69564,48.4493,15.8923,0.448386,37.7645,1.43647
42.2719,0.979693,0.00590001,16.807,2.8879,5.16962,0.980558,0.00762656,22.809,5.32276,9.3583,5.60987,59.774,16.3662,0.262116,37.0761,1.52117
43.7049,0.797673,0.00526239,18.6065,3.16787,3.04856,0.964115,0.00681197,27.8402,7.52138,7.628,3.48615,53.1951,17.6248,0.260166,51.0763,1.54634
44.3301,0.860165,0.00701624,17.2687,3.03902,3.83499,0.953177,0.00415501,25.8589,4.78909,8.67108,6.0841,72.5358,17.7595,0.174016,63.4968,1.49424
40.1967,0.902508,0.0109756,18.6612,3.14884,4.54342,0.907168,0.0110352,26.5451,6.16859,10.9747,4.70182,45.1197,17.6447,0.23786,65.9487,1.4785
41.0439,0.924405,0.00702797,18.8334,3.12853,5.12069,0.925808,0.00296829,25.9018,6.59035,7.88249,4.47396,54.992,16.0758,0.352726,61.4442,1.53966
45.4322,0.909336,0.0118284,19.2326,3.76718,4.50623,0.93856,0.0039231,26.4545,5.72554,11.5466,4.49476,39.0971,15.528,0.225076,90.3247,1.55116
41.5169,0.918267,0.011677,19.3496,3.41479,5.0568,0.928149,0.00759942,24.2305,5.645,9.04547,3.49652,40.1841,15.067,0.347051,88.3742,1.55695
